# tau_s   eta_s     t_dec    e_dec
1.03028	0.246233	166.972	0.550349
1.31504	0.197316	132.763	0.253709
1.25037	0.207844	148.343	0.360704
1.16173	0.211412	111.626	0.142751
0.471833	0.10418	151.616	0.38611
0.580622	0.269021	157.014	0.430356
0.870754	0.243956	106.748	0.12244
0.47944	0.190853	116.641	0.165678
0.498029	0.136294	152.126	0.390167
0.901059	0.179163	128.785	0.229918
1.3233	0.224116	105.703	0.118344
1.1972	0.245078	105.03	0.115752
0.881817	0.125754	157.654	0.4358
1.01193	0.107395	144.975	0.335649
0.541683	0.0960555	102.448	0.106156
0.823325	0.245251	114.645	0.156302
0.617828	0.0991042	127.81	0.224296
0.946945	0.178894	137.516	0.283979
1.28504	0.226776	146.789	0.349007
0.671262	0.161608	118.193	0.173196
0.969466	0.21387	144.736	0.333912
0.741033	0.255355	112.35	0.145931
0.557237	0.265197	116.434	0.16469
0.65801	0.165125	144.862	0.334826
0.685522	0.238391	157.387	0.433521
0.840262	0.266572	111.21	0.140944
1.16842	0.180592	162.194	0.475639
0.734017	0.157846	138.481	0.290373
0.959421	0.122593	115.491	0.160237
0.47277	0.211227	119.824	0.181312
1.11255	0.138627	157.102	0.431102
0.627745	0.205549	139.351	0.296211
0.640821	0.226959	132.51	0.252152
0.979012	0.184205	115.79	0.16164
0.49298	0.0902498	138.512	0.290579
1.02854	0.168817	161.215	0.466857
1.08485	0.255432	143.462	0.32475
0.626679	0.0938974	145.631	0.340442
0.756047	0.125822	131.959	0.248787
1.3221	0.232188	155.923	0.421175
0.939242	0.204661	129.053	0.231477
0.984055	0.2677	117.514	0.169882
0.599314	0.0879613	130.066	0.237427
1.20595	0.102666	121.152	0.188086
0.75129	0.152583	129.249	0.23262
1.02316	0.209082	133.987	0.261313
0.758925	0.102454	105.531	0.117678
0.470755	0.154957	120.915	0.186866
0.836652	0.250254	137.871	0.286319
0.981027	0.206768	162.602	0.479326
0.782929	0.135152	111.147	0.140671
1.3352	0.157219	157.799	0.437034
0.481495	0.195632	125.602	0.211869
1.17442	0.124971	142.978	0.321304
0.838899	0.126673	139.708	0.298626
0.807165	0.24596	126.766	0.218368
0.904296	0.159671	129.546	0.234359
1.34819	0.0968848	165.219	0.50659
0.532648	0.179358	163.319	0.485849
0.635467	0.155169	147.798	0.356577
1.22611	0.142301	162.389	0.477398
1.13132	0.116037	151.303	0.383637
0.920361	0.225447	127.979	0.225264
0.511786	0.215249	107.849	0.126854
0.963191	0.163981	156.102	0.422673
0.636091	0.145498	160.939	0.464407
1.29882	0.239487	104.666	0.114366
1.18397	0.268329	126.712	0.218064
0.943601	0.213544	110.168	0.136477
1.08798	0.217108	128.708	0.22947
0.55153	0.241146	114.426	0.155294
0.459987	0.269803	103.309	0.109294
1.23379	0.257259	157.84	0.437385
0.752579	0.0894265	166.221	0.5312
0.966863	0.271249	141.008	0.307525
1.08039	0.0947768	118.304	0.173742
0.909865	0.100076	109.673	0.134386
0.567811	0.193167	147.304	0.352857
0.709552	0.195972	113.094	0.149247
1.28175	0.19907	108.518	0.129583
0.86906	0.12617	123.071	0.198137
1.31467	0.173103	110.807	0.139206
0.755364	0.1222	164.22	0.494119
0.506631	0.173877	109.88	0.135257
0.628583	0.254777	124.173	0.204047
0.773372	0.186029	131.399	0.245392
1.15928	0.139034	119.171	0.178036
1.04132	0.172764	138.943	0.293464
0.679809	0.267566	134.167	0.262441
1.34702	0.149153	127.311	0.221449
0.846486	0.188361	127.403	0.221973
1.30911	0.24695	151.825	0.387769
0.947891	0.131442	132.4	0.251477
0.681578	0.231954	147.72	0.355988
1.28808	0.203981	158.827	0.445882
0.877127	0.247657	164.361	0.495426
0.962807	0.254476	151.397	0.384377
0.49332	0.239776	164.445	0.496204
0.573374	0.123981	146.535	0.347119
0.85642	0.10931	153.945	0.404837
1.06403	0.173764	143.855	0.327558
1.21087	0.159426	151.526	0.385396
1.00246	0.26867	124.35	0.205005
0.569918	0.1005	113.39	0.15058
1.30426	0.099703	126.819	0.218667
1.11924	0.147993	107.106	0.123866
0.474337	0.177094	123.015	0.197839
1.02684	0.195174	132.083	0.249542
0.463614	0.14857	134.134	0.262234
1.13962	0.168502	115.096	0.158394
1.25446	0.232639	139.17	0.294993
0.940579	0.183926	160.522	0.460709
0.891234	0.192622	139.935	0.300169
0.49725	0.213023	159.53	0.451995
0.830833	0.205002	104.51	0.113776
1.19441	0.209885	150.122	0.374385
0.742256	0.169433	153.369	0.400157
1.158	0.104779	148.023	0.35828
1.3245	0.227682	109.41	0.133284
1.1114	0.229232	125.355	0.210503
1.22734	0.140753	129.83	0.236031
0.767245	0.218402	149.158	0.366931
0.611743	0.252679	138.781	0.292377
1.07962	0.244935	164.066	0.492697
