        0.00103071    5.28420214e-03
        0.00540421    1.21804289e-02
        0.01316484    1.88016145e-02
        0.02413245    2.49830225e-02
        0.03805021    3.05790359e-02
        0.05459195    3.54583596e-02
        0.07336995    3.95065915e-02
        0.09394409    4.26288328e-02
        0.11583212    4.47518959e-02
        0.13852102    4.58260161e-02
        0.16147898    4.58260161e-02
        0.18416788    4.47518959e-02
        0.20605591    4.26288328e-02
        0.22663005    3.95065915e-02
        0.24540805    3.54583596e-02
        0.26194979    3.05790359e-02
        0.27586755    2.49830225e-02
        0.28683516    1.88016145e-02
        0.29459579    1.21804289e-02
        0.29896929    5.28420214e-03
